graduate_id,gender,jurisdiction,course,course_type,cohort
933,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
934,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
935,Female,CABA,Big Data,4.0,2022-1
936,Male,CABA,FullStack Java,Initial Programming,2022-1
937,Female,Buenos Aires Province,FullStack Python,4.0,2020-2
938,Female,Other Provinces,FullStack JavaScript / Node.js,Initial Programming,2021-2
939,Male,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
940,Male,Other Provinces,UX/UI Design,Initial Programming,2022-1
941,Female,Other Provinces,FullStack Python,Advanced,2022-1
942,Female,Other Provinces,UX/UI Design,4.0,2020-2
943,Female,Other Provinces,UX/UI Design,4.0,2021-1
944,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
945,Male,Buenos Aires Province,UX/UI Design,Advanced,2022-1
946,Female,Buenos Aires Province,Big Data,4.0,2021-2
947,Female,CABA,Testing QA,4.0,2021-2
948,Female,CABA,UX/UI Design,4.0,2020-2
949,Female,CABA,FullStack Python,4.0,2022-1
950,Female,Buenos Aires Province,Testing QA,4.0,2021-1
951,Female,CABA,Big Data,Advanced,2021-1
952,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
953,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
954,Female,Other Provinces,Testing QA,4.0,2021-1
955,Female,CABA,Big Data,4.0,2021-1
956,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
957,Female,Buenos Aires Province,FullStack Python,4.0,2021-2
958,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
959,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
960,Male,Other Provinces,FullStack Python,Initial Programming,2020-2
961,Female,CABA,Big Data,4.0,2020-2
962,Female,Buenos Aires Province,UX/UI Design,Advanced,2021-1
963,Female,CABA,Big Data,4.0,2020-2
964,Female,Other Provinces,FullStack Java,Advanced,2021-1
965,Male,CABA,Big Data,Initial Programming,2021-1
966,Male,CABA,FullStack PHP,4.0,2020-2
967,Male,CABA,FullStack Python,4.0,2021-1
968,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
969,Female,CABA,FullStack Java,4.0,2021-2
970,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
971,Female,Buenos Aires Province,Big Data,4.0,2021-2
972,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
973,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
974,Male,Buenos Aires Province,Testing QA,4.0,2021-1
975,Female,CABA,FullStack Java,Advanced,2022-1
976,Male,Other Provinces,FullStack Python,4.0,2021-1
977,Female,Buenos Aires Province,FullStack Python,Advanced,2021-2
978,Other,Buenos Aires Province,Big Data,4.0,2021-2
979,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
980,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
981,Female,Buenos Aires Province,Big Data,4.0,2021-2
982,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
983,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
984,Female,CABA,Big Data,4.0,2021-1
985,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
986,Female,CABA,Testing QA,4.0,2020-2
987,Male,Other Provinces,FullStack Python,4.0,2021-2
988,Male,CABA,FullStack Python,4.0,2021-2
989,Female,CABA,Big Data,4.0,2021-1
990,Male,Buenos Aires Province,UX/UI Design,4.0,2022-1
991,Male,CABA,FullStack Python,4.0,2020-2
992,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
993,Male,CABA,UX/UI Design,Initial Programming,2021-1
994,Female,Buenos Aires Province,Testing QA,4.0,2021-1
995,Female,CABA,FullStack Python,4.0,2022-1
996,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
997,Female,CABA,FullStack Java,Initial Programming,2022-1
998,Other,CABA,Testing QA,4.0,2022-1
999,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1000,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
1001,Male,Other Provinces,Testing QA,4.0,2022-1
1002,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1003,Male,Other Provinces,FullStack PHP,4.0,2021-1
1004,Male,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1005,Female,CABA,FullStack PHP,Advanced,2022-1
1006,Female,CABA,FullStack JavaScript / Node.js,Advanced,2021-1
1007,Female,CABA,Big Data,4.0,2021-2
1008,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
1009,Female,CABA,FullStack PHP,Advanced,2020-2
1010,Female,CABA,Big Data,Advanced,2022-1
1011,Male,CABA,Testing QA,4.0,2022-1
1012,Male,Buenos Aires Province,Testing QA,4.0,2021-2
1013,Male,Buenos Aires Province,FullStack Python,Initial Programming,2021-2
1014,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1015,Female,CABA,Testing QA,4.0,2021-2
1016,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
1017,Female,Buenos Aires Province,FullStack Python,Advanced,2021-1
1018,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
1019,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1020,Female,Buenos Aires Province,Big Data,4.0,2021-1
1021,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1022,Male,Buenos Aires Province,FullStack PHP,Advanced,2022-1
1023,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1024,Female,Buenos Aires Province,Testing QA,4.0,2021-2
1025,Male,CABA,UX/UI Design,4.0,2022-1
1026,Male,CABA,UX/UI Design,4.0,2022-1
1027,Female,CABA,FullStack Python,4.0,2022-1
1028,Male,Buenos Aires Province,FullStack Python,Initial Programming,2022-1
1029,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
1030,Female,CABA,Big Data,Initial Programming,2022-1
1031,Male,CABA,UX/UI Design,Initial Programming,2020-2
1032,Male,Other Provinces,UX/UI Design,4.0,2021-2
1033,Other,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
1034,Male,CABA,FullStack Java,Initial Programming,2020-2
1035,Female,CABA,FullStack Java,4.0,2020-2
1036,Male,Buenos Aires Province,FullStack Python,Advanced,2020-2
1037,Female,CABA,Big Data,4.0,2020-2
1038,Female,Buenos Aires Province,Big Data,Advanced,2022-1
1039,Male,Other Provinces,Testing QA,4.0,2021-2
1040,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
1041,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1042,Male,Other Provinces,FullStack Python,4.0,2022-1
1043,Female,CABA,FullStack Java,4.0,2021-2
1044,Male,CABA,Testing QA,Advanced,2022-1
1045,Male,Other Provinces,UX/UI Design,4.0,2020-2
1046,Male,Other Provinces,FullStack Java,4.0,2021-1
1047,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1048,Male,Buenos Aires Province,Big Data,4.0,2021-2
1049,Female,Buenos Aires Province,Big Data,Advanced,2021-2
1050,Male,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1051,Male,Buenos Aires Province,FullStack Java,Advanced,2022-1
1052,Male,Other Provinces,FullStack JavaScript / Node.js,Advanced,2020-2
1053,Male,CABA,UX/UI Design,Initial Programming,2021-1
1054,Male,Other Provinces,Testing QA,4.0,2020-2
1055,Female,Buenos Aires Province,FullStack Java,4.0,2022-1
1056,Female,Buenos Aires Province,Big Data,4.0,2022-1
1057,Male,CABA,UX/UI Design,4.0,2021-1
1058,Male,Buenos Aires Province,Big Data,4.0,2020-2
1059,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1060,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1061,Male,Other Provinces,FullStack Python,Advanced,2020-2
1062,Male,Other Provinces,FullStack Python,4.0,2022-1
1063,Female,Buenos Aires Province,Testing QA,Advanced,2021-1
1064,Male,Buenos Aires Province,FullStack PHP,Initial Programming,2020-2
1065,Male,Buenos Aires Province,FullStack Python,Initial Programming,2022-1
1066,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1067,Male,CABA,Big Data,4.0,2021-2
1068,Female,CABA,FullStack Python,4.0,2021-1
1069,Male,CABA,FullStack Java,Advanced,2021-1
1070,Male,Other Provinces,FullStack PHP,4.0,2020-2
1071,Female,Buenos Aires Province,UX/UI Design,Advanced,2022-1
1072,Other,CABA,FullStack Java,Advanced,2021-1
1073,Male,Buenos Aires Province,UX/UI Design,Initial Programming,2020-2
1074,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-2
1075,Female,Other Provinces,Testing QA,4.0,2021-1
1076,Male,Buenos Aires Province,FullStack PHP,Advanced,2021-2
1077,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1078,Male,CABA,FullStack Python,4.0,2020-2
1079,Female,Other Provinces,FullStack PHP,4.0,2022-1
1080,Male,CABA,FullStack Java,Advanced,2022-1
1081,Female,Other Provinces,UX/UI Design,4.0,2021-1
1082,Male,Other Provinces,UX/UI Design,4.0,2020-2
1083,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1084,Male,CABA,Testing QA,4.0,2021-1
1085,Other,Buenos Aires Province,FullStack Java,4.0,2022-1
1086,Male,Other Provinces,Testing QA,4.0,2022-1
1087,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1088,Male,CABA,Testing QA,Advanced,2022-1
1089,Female,CABA,Testing QA,4.0,2020-2
1090,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
1091,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1092,Male,CABA,Testing QA,4.0,2021-1
1093,Male,CABA,FullStack Python,4.0,2020-2
1094,Male,Other Provinces,UX/UI Design,4.0,2022-1
1095,Male,Buenos Aires Province,Testing QA,4.0,2021-1
1096,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1097,Male,CABA,FullStack PHP,4.0,2021-2
1098,Male,Other Provinces,FullStack Python,4.0,2022-1
1099,Female,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1100,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1101,Male,Other Provinces,FullStack Python,4.0,2020-2
1102,Male,Other Provinces,FullStack Python,4.0,2022-1
1103,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
1104,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1105,Female,Buenos Aires Province,FullStack PHP,Initial Programming,2022-1
1106,Female,Buenos Aires Province,Testing QA,Advanced,2021-1
1107,Female,Other Provinces,FullStack Python,4.0,2022-1
1108,Female,CABA,FullStack Java,4.0,2020-2
1109,Male,Other Provinces,FullStack PHP,4.0,2021-1
1110,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1111,Female,Other Provinces,FullStack PHP,Initial Programming,2020-2
1112,Male,CABA,FullStack Python,4.0,2020-2
1113,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1114,Male,Other Provinces,Big Data,4.0,2020-2
1115,Female,CABA,UX/UI Design,4.0,2020-2
1116,Male,Other Provinces,Big Data,4.0,2020-2
1117,Other,Buenos Aires Province,FullStack Java,4.0,2021-1
1118,Female,Other Provinces,Big Data,4.0,2021-1
1119,Female,Other Provinces,FullStack PHP,4.0,2021-2
1120,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
1121,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
1122,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
1123,Female,CABA,Testing QA,4.0,2021-1
1124,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1125,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1126,Male,CABA,FullStack Python,Initial Programming,2021-1
1127,Female,CABA,FullStack Java,Advanced,2022-1
1128,Male,CABA,UX/UI Design,4.0,2020-2
1129,Male,CABA,FullStack Python,4.0,2021-1
1130,Male,Buenos Aires Province,FullStack Python,Initial Programming,2021-1
1131,Female,CABA,Testing QA,4.0,2022-1
1132,Female,Other Provinces,UX/UI Design,Advanced,2020-2
1133,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1134,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1135,Male,CABA,Testing QA,4.0,2021-1
1136,Female,CABA,UX/UI Design,4.0,2022-1
1137,Male,Buenos Aires Province,Big Data,4.0,2021-1
1138,Male,Other Provinces,FullStack PHP,4.0,2022-1
1139,Female,CABA,FullStack PHP,4.0,2021-2
1140,Male,Buenos Aires Province,Big Data,4.0,2021-1
1141,Female,Buenos Aires Province,UX/UI Design,Advanced,2021-2
1142,Male,Buenos Aires Province,Testing QA,4.0,2022-1
1143,Female,CABA,Big Data,4.0,2021-1
1144,Male,CABA,FullStack PHP,Initial Programming,2021-2
1145,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1146,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1147,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1148,Female,Buenos Aires Province,FullStack Python,Advanced,2021-1
1149,Female,Other Provinces,FullStack Java,4.0,2022-1
1150,Male,Other Provinces,FullStack Python,4.0,2020-2
1151,Female,CABA,Big Data,4.0,2021-1
1152,Male,CABA,FullStack Java,4.0,2022-1
1153,Male,CABA,FullStack JavaScript / Node.js,Advanced,2021-1
1154,Female,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
1155,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1156,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1157,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1158,Male,Other Provinces,FullStack Python,4.0,2021-1
1159,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1160,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1161,Female,CABA,FullStack Python,Initial Programming,2021-1
1162,Male,Other Provinces,Testing QA,4.0,2020-2
1163,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1164,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2021-1
1165,Male,Other Provinces,FullStack Python,Initial Programming,2020-2
1166,Male,Other Provinces,Testing QA,4.0,2022-1
1167,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1168,Female,CABA,FullStack Java,4.0,2021-1
1169,Female,CABA,FullStack JavaScript / Node.js,4.0,2022-1
1170,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1171,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1172,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1173,Female,CABA,Testing QA,4.0,2021-2
1174,Female,Buenos Aires Province,Testing QA,4.0,2022-1
1175,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1176,Female,Other Provinces,UX/UI Design,4.0,2020-2
1177,Female,CABA,FullStack JavaScript / Node.js,Advanced,2022-1
1178,Male,Other Provinces,UX/UI Design,4.0,2021-1
1179,Male,Other Provinces,FullStack Java,4.0,2020-2
1180,Female,Buenos Aires Province,Testing QA,4.0,2021-1
1181,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1182,Female,Other Provinces,Testing QA,4.0,2020-2
1183,Female,CABA,Big Data,4.0,2021-1
1184,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
1185,Female,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1186,Male,CABA,UX/UI Design,4.0,2021-1
1187,Female,Buenos Aires Province,Testing QA,Advanced,2021-2
1188,Other,CABA,Testing QA,Advanced,2022-1
1189,Female,Buenos Aires Province,Testing QA,4.0,2020-2
1190,Male,Buenos Aires Province,UX/UI Design,Initial Programming,2021-1
1191,Other,Buenos Aires Province,FullStack Python,Advanced,2021-1
1192,Female,CABA,Big Data,4.0,2021-2
1193,Other,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
1194,Male,CABA,Big Data,Initial Programming,2022-1
1195,Female,CABA,FullStack Python,4.0,2021-1
1196,Female,Buenos Aires Province,Big Data,Advanced,2022-1
1197,Male,CABA,FullStack Java,4.0,2021-2
1198,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1199,Female,CABA,Big Data,4.0,2020-2
1200,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1201,Female,Other Provinces,Big Data,4.0,2022-1
1202,Female,Other Provinces,FullStack Java,Initial Programming,2021-2
1203,Female,CABA,Big Data,4.0,2021-1
1204,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
1205,Female,CABA,FullStack PHP,4.0,2022-1
1206,Female,CABA,FullStack Python,4.0,2020-2
1207,Female,Other Provinces,FullStack Python,Initial Programming,2021-1
1208,Female,Buenos Aires Province,Big Data,4.0,2020-2
1209,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
1210,Other,CABA,FullStack Python,4.0,2021-1
1211,Female,CABA,FullStack PHP,Initial Programming,2021-2
1212,Male,Buenos Aires Province,Testing QA,4.0,2021-2
1213,Male,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
1214,Male,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1215,Female,CABA,UX/UI Design,4.0,2021-2
1216,Female,Buenos Aires Province,Testing QA,4.0,2021-1
1217,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1218,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2022-1
1219,Female,CABA,UX/UI Design,4.0,2020-2
1220,Female,CABA,FullStack Python,Initial Programming,2020-2
1221,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1222,Female,CABA,FullStack Python,4.0,2021-2
1223,Male,CABA,Big Data,4.0,2021-1
1224,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1225,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
1226,Other,CABA,Big Data,Initial Programming,2020-2
1227,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1228,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1229,Male,Buenos Aires Province,FullStack PHP,4.0,2021-2
1230,Female,CABA,Testing QA,4.0,2020-2
1231,Male,CABA,FullStack Java,4.0,2021-1
1232,Female,CABA,FullStack Python,Initial Programming,2020-2
1233,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1234,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1235,Male,CABA,FullStack Java,4.0,2021-1
1236,Male,Other Provinces,Testing QA,Initial Programming,2022-1
1237,Female,CABA,FullStack Python,Initial Programming,2022-1
1238,Female,Other Provinces,Big Data,4.0,2022-1
1239,Female,CABA,Testing QA,4.0,2021-1
1240,Female,Buenos Aires Province,FullStack Python,Advanced,2021-1
1241,Male,CABA,UX/UI Design,4.0,2021-1
1242,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
1243,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2022-1
1244,Female,Buenos Aires Province,FullStack Python,4.0,2020-2
1245,Male,Buenos Aires Province,Big Data,4.0,2020-2
1246,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
1247,Female,Buenos Aires Province,FullStack Java,Advanced,2021-1
1248,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1249,Male,CABA,FullStack Python,Advanced,2021-2
1250,Male,CABA,UX/UI Design,4.0,2022-1
1251,Male,Other Provinces,Testing QA,4.0,2021-1
1252,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1253,Male,CABA,FullStack PHP,4.0,2020-2
1254,Female,CABA,FullStack PHP,4.0,2021-2
1255,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
1256,Female,CABA,UX/UI Design,4.0,2022-1
1257,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1258,Male,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
1259,Male,Other Provinces,UX/UI Design,4.0,2020-2
1260,Male,CABA,Big Data,4.0,2021-2
1261,Female,Other Provinces,Big Data,Initial Programming,2020-2
1262,Male,CABA,FullStack PHP,4.0,2021-2
1263,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
1264,Male,CABA,Big Data,4.0,2021-2
1265,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
1266,Male,Other Provinces,UX/UI Design,4.0,2021-1
1267,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
1268,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1269,Female,CABA,UX/UI Design,4.0,2021-1
1270,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
1271,Male,Other Provinces,FullStack PHP,Advanced,2021-2
1272,Female,Other Provinces,UX/UI Design,4.0,2022-1
1273,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
1274,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
1275,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1276,Male,CABA,Big Data,4.0,2021-1
1277,Other,CABA,FullStack PHP,Advanced,2022-1
1278,Male,Other Provinces,Big Data,4.0,2021-2
1279,Female,Other Provinces,Testing QA,4.0,2021-1
1280,Female,CABA,Testing QA,Advanced,2022-1
1281,Female,Other Provinces,Big Data,Initial Programming,2021-1
1282,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1283,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2021-2
1284,Female,CABA,FullStack PHP,4.0,2020-2
1285,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1286,Female,CABA,UX/UI Design,4.0,2020-2
1287,Female,Other Provinces,FullStack JavaScript / Node.js,Initial Programming,2021-1
1288,Male,Buenos Aires Province,UX/UI Design,Advanced,2021-2
1289,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1290,Female,CABA,FullStack Python,Advanced,2020-2
1291,Male,CABA,UX/UI Design,4.0,2020-2
1292,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1293,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
1294,Female,CABA,Big Data,4.0,2022-1
1295,Other,CABA,UX/UI Design,Advanced,2022-1
1296,Male,CABA,UX/UI Design,4.0,2020-2
1297,Male,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
1298,Male,CABA,Testing QA,4.0,2021-2
1299,Male,CABA,Big Data,4.0,2020-2
1300,Female,Buenos Aires Province,Testing QA,4.0,2021-2
1301,Female,CABA,FullStack PHP,Initial Programming,2020-2
1302,Female,Buenos Aires Province,Testing QA,4.0,2021-2
1303,Female,CABA,Big Data,4.0,2021-1
1304,Female,Other Provinces,FullStack PHP,4.0,2020-2
1305,Male,Buenos Aires Province,Big Data,4.0,2020-2
1306,Female,Other Provinces,Big Data,4.0,2021-2
1307,Male,Other Provinces,FullStack PHP,4.0,2021-1
1308,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
1309,Male,CABA,FullStack JavaScript / Node.js,Initial Programming,2020-2
1310,Male,Buenos Aires Province,Big Data,4.0,2022-1
1311,Female,Other Provinces,Big Data,4.0,2021-2
1312,Female,Buenos Aires Province,Big Data,4.0,2020-2
1313,Male,CABA,UX/UI Design,4.0,2021-1
1314,Male,CABA,FullStack PHP,4.0,2021-2
1315,Female,CABA,FullStack Java,Advanced,2021-2
1316,Male,Other Provinces,Big Data,4.0,2022-1
1317,Female,Other Provinces,FullStack PHP,4.0,2020-2
1318,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
1319,Male,CABA,Testing QA,4.0,2021-2
1320,Male,Other Provinces,Testing QA,4.0,2020-2
1321,Male,Buenos Aires Province,UX/UI Design,Initial Programming,2021-2
1322,Female,CABA,FullStack Java,4.0,2021-2
1323,Female,CABA,Testing QA,4.0,2022-1
1324,Female,Buenos Aires Province,FullStack Java,4.0,2022-1
1325,Male,CABA,Big Data,Initial Programming,2022-1
1326,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
1327,Male,Other Provinces,UX/UI Design,Advanced,2022-1
1328,Female,Other Provinces,FullStack Java,4.0,2021-2
1329,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1330,Male,Other Provinces,Big Data,4.0,2020-2
1331,Male,CABA,Testing QA,Advanced,2020-2
1332,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1333,Male,Other Provinces,UX/UI Design,4.0,2022-1
1334,Male,Buenos Aires Province,FullStack Java,Advanced,2022-1
1335,Female,Buenos Aires Province,Testing QA,4.0,2022-1
1336,Female,CABA,Big Data,4.0,2022-1
1337,Male,CABA,FullStack Java,Advanced,2020-2
1338,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
1339,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
1340,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-1
1341,Male,CABA,Big Data,4.0,2022-1
1342,Female,Other Provinces,Testing QA,Advanced,2022-1
1343,Other,CABA,UX/UI Design,Advanced,2020-2
1344,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
1345,Male,CABA,Big Data,Advanced,2021-2
1346,Female,CABA,FullStack Python,4.0,2022-1
1347,Male,Buenos Aires Province,FullStack Python,4.0,2021-2
1348,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1349,Other,CABA,UX/UI Design,Advanced,2021-2
1350,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1351,Other,Buenos Aires Province,FullStack Python,4.0,2022-1
1352,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
1353,Female,Buenos Aires Province,FullStack PHP,4.0,2021-1
1354,Female,Other Provinces,FullStack Python,Advanced,2021-2
1355,Female,Other Provinces,UX/UI Design,Initial Programming,2022-1
1356,Male,CABA,FullStack Python,4.0,2022-1
1357,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
1358,Male,Buenos Aires Province,FullStack PHP,Initial Programming,2020-2
1359,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
1360,Male,Buenos Aires Province,FullStack PHP,Initial Programming,2022-1
1361,Female,CABA,UX/UI Design,4.0,2020-2
1362,Female,Buenos Aires Province,FullStack Java,Initial Programming,2021-2
1363,Male,Other Provinces,FullStack Python,4.0,2022-1
1364,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
1365,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
1366,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-2
1367,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
1368,Female,Other Provinces,FullStack Python,Advanced,2022-1
1369,Male,Buenos Aires Province,Testing QA,4.0,2020-2
1370,Other,Other Provinces,Big Data,4.0,2020-2
1371,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2020-2
1372,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
1373,Male,Buenos Aires Province,Testing QA,Advanced,2020-2
1374,Male,Other Provinces,UX/UI Design,4.0,2021-1
1375,Male,Buenos Aires Province,Big Data,4.0,2021-1
1376,Male,Other Provinces,FullStack Java,4.0,2022-1
1377,Female,Other Provinces,FullStack Python,4.0,2022-1
1378,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
1379,Female,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
1380,Male,CABA,FullStack JavaScript / Node.js,4.0,2020-2
1381,Female,CABA,FullStack Java,4.0,2021-2
1382,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
1383,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
1384,Male,Other Provinces,FullStack PHP,Initial Programming,2022-1
1385,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
1386,Female,CABA,UX/UI Design,4.0,2022-1
1387,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
1388,Male,Buenos Aires Province,Testing QA,4.0,2021-2
